# vortex_number, sol, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc
1, 290, 13.4669, 2.63096e-05, 2.24974, 0.115759, 3.65178, 0.283145, -4.09535, 2.03361, 721.544, 0.0167017, 7.9125, 1.31803, 28.8947, 5.30904
0, 291, 14.3655, 2.12315e-05, 0.8626, 0.0669604, 1.39009, 0.157807, -7.86769, 1.20063, 719.541, 0.00623884, 5.7505, 0.368427, 7.99371, 1.04201
1, 291, 9.13161, 3.89526e-05, 0.546056, 0.0811059, 1.66043, 0.354045, -11.2154, 0.40832, 737.197, 0.00508597, 6.398, 0.317, 10.6234, 0
2, 291, 15.285, 2.75635e-05, 0.467445, 0.0344937, 1.99282, 0.208239, 1.56449, 0.0724053, 719.453, 0.00195162, 5.961, 0.674584, 11.8792, 1.82977
3, 291, 13.8966, 2.1751e-05, 0.728037, 0.0519041, 1.89424, 0.197989, -3.68582, 0.659752, 719.714, 0.0050874, 7.1385, 0.762799, 13.522, 2.02122
4, 291, 12.7553, 3.8748e-05, 1.23153, 0.0632256, 5.43265, 0.414074, -9.46756, 0.477007, 721.99, 0.00758933, 7.994, 2.05637, 43.4286, 11.6516
0, 292, 13.8419, 5.43714e-05, 0.7666, 0.0365899, 8.2016, 0.567161, 1.38791, 0.0652613, 719.67, 0.00296623, 10.307, 1.49743, 84.5339, 13.6016
1, 292, 10.1449, 0.000201811, 0.357286, 0.0215043, 24.1316, 2.19266, -4.38247, 0.0561952, 732.464, 0.00319944, 9.52, 1.4233, 229.733, 40.1921
0, 294, 9.23741, 3.69583e-05, 0.67881, 0.0333603, 5.41314, 0.398864, -9.40837, 0.330276, 738.573, 0.00447146, 6.556, 0.415129, 35.4885, 3.44785
1, 294, 9.32099, 8.129e-05, 0.558839, 0.0214656, 15.2357, 0.862067, -8.17353, 0.0445586, 737.87, 0.00241784, 8.0685, 0.671619, 122.929, 12.3728
2, 294, 15.9935, 8.98364e-05, 0.897486, 0.0105195, 54.982, 1.06302, 0.418676, 0.0416653, 717.435, 0.0026988, 4.7075, 0.911059, 258.828, 50.3412
3, 294, 12.1141, 0.000108075, 0.79208, 0.0275444, 22.369, 1.16857, -3.95413, 0.0692948, 723.58, 0.00378002, 6.315, 0.338033, 141.26, 10.5657
4, 294, 15.3267, 1.56688e-05, 1.20449, 0.0496876, 1.83227, 0.112028, 0.304767, 1.34075, 717.391, 0.00707479, 8.1585, 1.94443, 14.9486, 3.67809
0, 295, 11.6425, 0.000152748, 0.526878, 0.0320363, 18.0829, 1.64137, -4.289, 0.084863, 722.511, 0.00414127, 11.321, 1.51077, 204.717, 33.0397
1, 295, 10.0385, 8.28381e-05, 0.635992, 0.0474994, 7.98543, 0.871497, -6.68721, 0.136205, 728.938, 0.00457929, 6.3255, 1.64717, 50.5118, 14.2619
2, 295, 16.2411, 6.2062e-05, 0.966828, 0.0115819, 37.2504, 0.699067, 1.77167, 0.0376391, 717.202, 0.00221392, 5.955, 0.636036, 221.826, 24.0556
0, 296, 10.2365, 0.000282254, 0.502246, 0.0257774, 39.5322, 3.19937, -5.71807, 0.0863195, 729.506, 0.00538202, 9.612, 2.5308, 379.984, 104.668
2, 296, 9.68209, 4.42657e-05, 0.868913, 0.102739, 2.8631, 0.49473, -3.22418, 0.432034, 732.528, 0.00760653, 10.084, 0.591558, 28.8715, 5.26852
0, 297, 10.6581, 4.42986e-05, 0.657923, 0.0626592, 1.1318, 0.195033, 16.7711, 1.49723, 723.771, 0.00771561, 11.1485, 0.541891, 12.6179, 2.25917
1, 297, 10.6918, 4.17876e-05, 0.804588, 0.0399471, 6.05852, 0.449181, -4.33506, 0.318281, 723.753, 0.005119, 10.239, 0.865098, 62.0332, 6.97299
2, 297, 13.4786, 5.9281e-05, 0.652258, 0.09049, 2.92722, 0.578823, -0.559272, 0.279565, 714.688, 0.00625923, 7.528, 1.22018, 22.0361, 5.63419
3, 297, 16.4149, 1.04241e-05, 0.612023, 0.0384197, 1.63919, 0.145122, 3.89825, 0.316679, 715.631, 0.00245006, 6.842, 0.00444781, 11.2153, 0.992951
4, 297, 10.334, 0.000155022, 0.646885, 0.0419615, 17.159, 1.80405, -0.776305, 0.447743, 725.251, 0.0098196, 11.127, 2.36475, 190.928, 45.2706
5, 297, 12.3277, 4.04942e-05, 3.037, 0.0700891, 12.6298, 0.436273, -3.00381, 0.285065, 718.103, 0.00920546, 8.625, 1.15495, 108.932, 15.0643
6, 297, 11.3893, 3.67963e-05, 2.13079, 0.0679743, 8.30153, 0.399344, 0.509232, 0.503171, 720.938, 0.00961649, 11.315, 1.28838, 93.9318, 11.6109
7, 297, 12.6496, 2.02188e-05, 3.94536, 0.0830413, 6.91386, 0.219024, -7.75389, 0.706863, 717.109, 0.0115367, 8.5435, 1.11936, 59.0686, 7.96214
0, 298, 12.9438, 3.52448e-05, 1.18841, 0.0553796, 5.4447, 0.376749, -1.82534, 0.418256, 716.463, 0.00664916, 7.076, 0.750197, 38.5267, 4.87758
1, 298, 13.4366, 7.46732e-05, 1.10987, 0.0428951, 13.9091, 0.794315, -0.785951, 0.108565, 715.186, 0.00484334, 8.3865, 1.06006, 116.649, 16.1795
0, 299, 13.2354, 0.000131832, 0.980751, 0.0463055, 20.0945, 1.43626, -1.59296, 0.154336, 715.763, 0.00679728, 7.096, 0.747232, 142.591, 18.1474
1, 299, 10.2664, 1.67739e-05, 1.05799, 0.0574832, 2.0612, 0.167734, -2.26432, 1.38296, 723.667, 0.00743713, 10.297, 0.186808, 21.2242, 1.76956
2, 299, 9.94302, 2.35935e-05, 1.03724, 0.0644003, 2.52515, 0.226937, -7.77918, 0.630382, 725.355, 0.00647338, 6.643, 0.668654, 16.7746, 2.26353
3, 299, 10.9105, 1.4713e-05, 1.54194, 0.047907, 3.37099, 0.154517, -7.08108, 0.525914, 720.693, 0.00553205, 10.36, 0.388442, 34.9235, 2.06813
4, 299, 11.248, 2.06703e-05, 1.52467, 0.0438227, 5.17676, 0.217806, -5.03315, 0.209611, 719.603, 0.00432204, 7.807, 0.873253, 40.415, 4.82984
5, 299, 12.1291, 2.29015e-05, 2.1116, 0.0536705, 6.48656, 0.243514, -1.27043, 0.287352, 718.246, 0.00602763, 8.824, 1.06747, 57.2374, 7.24998
0, 300, 9.04257, 0.000299603, 0.20061, 0.00881526, 48.9543, 3.48612, -7.16411, 0.0329016, 731.597, 0.00296944, 6.0795, 0.777625, 297.618, 43.5702
1, 300, 13.129, 5.44439e-05, 0.972223, 0.0479647, 7.94516, 0.571338, -3.75454, 0.122757, 715.449, 0.00439493, 9.7525, 1.01855, 77.4852, 9.82527
2, 300, 10.6875, 0.000102058, 0.851014, 0.0303992, 20.5655, 1.0981, -4.62912, 0.0733243, 722.945, 0.00396431, 8.571, 2.04896, 176.267, 43.1761
3, 300, 14.4593, 0.000344532, 1.22243, 0.125266, 39.1189, 6.79405, -19.7668, 5.76801, 712.8, 0.132422, 6.758, 0.741301, 264.366, 54.3051
4, 300, 10.3598, 9.4043e-05, 0.939775, 0.0279076, 22.7932, 1.01804, -3.5148, 0.0708741, 724.385, 0.00386485, 9.784, 1.44257, 223.009, 34.3564
5, 300, 14.461, 0.000119851, 1.38186, 0.0314769, 37.8291, 1.35231, -0.377827, 0.103115, 712.87, 0.00608036, 6.9635, 0.778366, 263.423, 30.914
6, 300, 12.7516, 6.35614e-05, 1.32989, 0.224064, 1.15212, 0.314315, 36.288, 4.46508, 716.614, 0.0232354, 13.668, 3.35365, 15.7472, 5.77798
0, 301, 13.3025, 6.11183e-05, 1.57531, 0.0370579, 18.7026, 0.654278, -0.762091, 0.0852364, 713.798, 0.00453017, 10.348, 1.52263, 193.535, 29.271
0, 302, 11.3835, 6.01798e-05, 1.04549, 0.0813693, 5.56424, 0.660576, 3.35598, 1.14178, 719.303, 0.0127483, 10.685, 0.739819, 59.4539, 8.17097
0, 303, 14.313, 2.50218e-05, 0.562966, 0.0381258, 2.62709, 0.256619, -2.45813, 0.158831, 711.911, 0.00278215, 6.531, 0.385477, 17.1575, 1.95817
1, 303, 10.7445, 4.10416e-05, 1.01564, 0.0885126, 3.31677, 0.424938, -4.46117, 0.969174, 720.234, 0.0101766, 11.165, 0.886596, 37.0317, 5.58184
2, 303, 11.5932, 4.05695e-05, 2.25044, 0.135784, 4.84195, 0.435333, -3.2892, 1.27117, 717.621, 0.0169546, 8.774, 0.741301, 42.4833, 5.24145
0, 304, 12.6821, 2.36951e-05, 1.01433, 0.132676, 1.83337, 0.349027, -4.6347, 1.25398, 712.34, 0.00974351, 10.248, 3.5412, 18.7884, 7.41242
1, 304, 12.1632, 2.10798e-05, 1.47863, 0.0448205, 5.0066, 0.226533, -8.83159, 0.426728, 714.096, 0.00571464, 5.608, 1.24687, 28.077, 6.37053
2, 304, 12.2159, 0.000175305, 1.10063, 0.0572326, 24.2628, 1.90536, -3.08578, 0.149968, 713.858, 0.00823001, 7.286, 1.46333, 176.779, 38.122
3, 304, 15.3516, 3.50834e-05, 0.744503, 0.0314645, 5.97616, 0.371745, -1.84775, 0.1617, 708.644, 0.00336971, 8.795, 0.749455, 52.5603, 5.54525
0, 305, 11.2988, 1.08843e-05, 1.81894, 0.149862, 1.62904, 0.190035, 7.80563, 2.04199, 714.331, 0.0109391, 5.772, 0.361755, 9.40282, 1.24517
1, 305, 11.4735, 9.8475e-06, 2.18372, 0.128588, 1.65236, 0.139943, -13.4708, 1.96447, 713.921, 0.01046, 9.328, 2.04599, 15.4132, 3.62398
0, 306, 12.778, 0.000225815, 0.597672, 0.0247454, 39.2076, 2.55742, -3.82389, 0.0825249, 711.664, 0.00497714, 7.915, 1.4915, 310.328, 61.8823
1, 306, 10.5403, 0.000154685, 0.596461, 0.0230845, 28.7259, 1.76069, -6.18845, 0.112536, 718.272, 0.00482118, 13.024, 2.62865, 374.126, 78.9156
2, 306, 11.4623, 3.79447e-05, 1.18993, 0.0543347, 5.98271, 0.398848, -3.44082, 0.199894, 715.101, 0.00512473, 8.713, 1.18979, 52.1274, 7.92117
3, 306, 9.90129, 1.57145e-05, 1.03926, 0.220796, 1.13289, 0.265553, -7.76103, 0.69644, 721.323, 0.00530986, 9.953, 3.26469, 11.2757, 4.54586
4, 306, 12.3568, 1.58574e-05, 2.15115, 0.803032, 0.944954, 0.332696, 6.4865, 2.38722, 713.103, 0.0125375, 9.8275, 0.371392, 9.28654, 3.28835
5, 306, 12.635, 1.99345e-05, 1.69331, 0.0916048, 2.1137, 0.168182, -1.26857, 2.47225, 712.08, 0.0132417, 9.195, 0.767247, 19.4355, 2.24086
0, 307, 11.4835, 0.000142916, 0.532252, 0.0347941, 15.734, 1.55308, -4.70169, 0.1401, 711.963, 0.00502996, 12.187, 0.796899, 191.75, 22.7037
1, 307, 10.2386, 9.6708e-05, 0.465226, 0.0426688, 7.59136, 1.01843, -2.37383, 0.134517, 716.981, 0.00415888, 13.676, 1.15791, 103.819, 16.4699
2, 307, 12.122, 9.14593e-05, 0.561809, 0.0408211, 9.06203, 0.96651, -4.17011, 0.124699, 710.089, 0.00421602, 9.634, 0.765023, 87.3036, 11.6088
3, 307, 13.6605, 0.000352751, 0.47211, 0.0185826, 64.1865, 4.27943, -2.34567, 0.0795992, 706.307, 0.00547171, 7.926, 1.91107, 508.742, 127.268
0, 308, 14.0193, 5.80357e-05, 0.646393, 0.0571234, 4.73075, 0.616882, 0.941326, 0.402002, 704.836, 0.00631051, 8.987, 0.771694, 42.5153, 6.63797
1, 308, 13.3867, 4.91007e-05, 0.995568, 0.0563671, 6.24374, 0.512847, 0.651982, 0.14292, 705.783, 0.00470227, 6.073, 0.367685, 37.9182, 3.86919
2, 308, 11.258, 1.30599e-05, 2.13057, 0.0705903, 1.56312, 0.080035, 6.69409, 1.85637, 711.631, 0.00968769, 8.4285, 0.928109, 13.1748, 1.59991
0, 309, 12.6119, 1.58864e-05, 1.2675, 0.0680997, 1.87263, 0.150151, 4.94083, 1.55169, 707.621, 0.00826395, 8.597, 2.48113, 16.099, 4.82223
1, 309, 9.8839, 3.10923e-05, 1.46137, 0.0465134, 7.03222, 0.331829, -3.26543, 0.259305, 716.139, 0.00547976, 9.522, 1.00298, 66.9608, 7.72858
2, 309, 15.0042, 4.92717e-05, 1.00183, 0.0179547, 19.789, 0.530521, -1.40944, 0.04588, 703.748, 0.0023439, 8.041, 1.70054, 159.123, 33.9214
3, 309, 13.8807, 8.24771e-06, 2.80811, 0.122006, 1.83588, 0.116233, 6.99396, 1.17801, 704.55, 0.00915372, 10.1365, 0.983707, 18.6094, 2.15631
0, 310, 10.0231, 4.48377e-05, 0.566266, 0.0486267, 0.976511, 0.167921, -10.4356, 1.0984, 714.161, 0.00565706, 3.9805, 0.168275, 3.887, 0.688312
1, 310, 13.2877, 0.000173676, 0.653282, 0.0457988, 17.8337, 1.85481, -2.22514, 0.102861, 703.355, 0.00545432, 9.69, 1.78283, 172.809, 36.5229
2, 310, 11.2262, 0.000147763, 0.610992, 0.0198804, 32.6654, 1.64357, -2.01198, 0.0604822, 708.708, 0.00347996, 12.5445, 2.4285, 409.771, 81.9636
3, 310, 8.57352, 1.32784e-05, 0.769487, 0.0151681, 4.85077, 0.140335, -9.21449, 0.0857873, 723.677, 0.00155946, 3.101, 0.564871, 15.0422, 2.7744
4, 310, 11.1046, 2.62327e-05, 2.25767, 1.73629, 0.656741, 0.376791, -21.4658, 1.80388, 708.913, 0.00922481, 9.77, 0.285, 6.41636, 0
5, 310, 9.97564, 1.314e-05, 1.79816, 0.0591748, 2.91165, 0.141364, -5.38581, 0.595333, 714.449, 0.00619459, 8.504, 0.669395, 24.7607, 2.28997
0, 311, 14.7931, 3.39862e-05, 0.739182, 0.0347873, 5.19924, 0.362522, -2.75042, 0.25672, 698.757, 0.00406373, 9.468, 1.95778, 49.2264, 10.7421
1, 311, 9.04604, 2.21835e-05, 0.902597, 0.0348644, 4.13544, 0.238881, -5.54702, 0.421542, 719.919, 0.00452966, 6.093, 0.761316, 25.1972, 3.46854
2, 311, 11.6019, 2.23034e-05, 1.27807, 0.056065, 3.63247, 0.233775, -1.62334, 0.456359, 705.278, 0.00592676, 10.502, 0.406233, 38.1482, 2.86444
3, 311, 14.8642, 3.89445e-05, 1.02087, 0.023594, 12.1307, 0.414047, -0.779763, 0.0672838, 698.604, 0.00264565, 9.033, 1.00298, 109.577, 12.7287
4, 311, 9.1266, 8.78799e-06, 1.29493, 0.0427376, 1.81111, 0.0890398, -9.56963, 0.898988, 719.282, 0.00477449, 2.673, 0.0014826, 4.8411, 0.238019
1, 312, 9.8354, 5.37462e-05, 0.392609, 0.0292814, 5.1893, 0.566652, -2.78398, 0.140198, 713.775, 0.00289384, 9.627, 1.18534, 49.9574, 8.2216
2, 312, 14.1374, 7.86729e-05, 1.60041, 0.0554408, 16.3493, 0.836836, -0.494571, 0.11922, 699.623, 0.00625688, 5.606, 0.782814, 91.6542, 13.6312
0, 313, 13.4447, 0.000100699, 0.978365, 0.0157077, 45.0576, 1.15898, -3.10752, 0.0561926, 698.8, 0.00345864, 6.7525, 1.4448, 304.251, 65.5678
1, 313, 11.1326, 1.26713e-05, 1.89069, 0.0701652, 2.562, 0.142017, -6.1469, 0.998829, 706.669, 0.00791535, 8.024, 2.59455, 20.5575, 6.74422
2, 313, 9.61522, 1.88213e-05, 0.913433, 0.0362872, 3.38776, 0.197015, -9.68457, 0.285078, 715.312, 0.00368682, 5.662, 0.639002, 19.1815, 2.43529
3, 313, 10.994, 4.7618e-05, 1.61567, 0.0587831, 9.41961, 0.516548, -4.03498, 0.379372, 707.169, 0.00828071, 10.415, 1.49298, 98.1052, 15.0572
4, 313, 10.3492, 1.78777e-05, 2.26771, 0.10793, 2.01543, 0.140789, 2.61274, 2.93611, 710.223, 0.0156332, 7.832, 0.54708, 15.7848, 1.55936
0, 314, 12.632, 1.53856e-05, 1.09437, 0.0450362, 2.17362, 0.129185, 12.242, 0.669352, 699.732, 0.00519767, 6.6945, 0.184584, 14.5513, 0.953364
1, 314, 12.3402, 1.8098e-05, 1.69783, 0.0895117, 2.51023, 0.196772, -1.86457, 1.27582, 700.405, 0.0100739, 8.45, 1.00669, 21.2114, 3.02497
1, 315, 13.314, 0.000435777, 0.334, 0.019647, 53.1587, 5.13062, -1.4865, 0.0764923, 696.862, 0.0049519, 8.9875, 2.17275, 477.764, 124.365
2, 315, 11.8254, 6.6109e-05, 1.15256, 0.0568987, 9.64002, 0.705441, -7.23848, 0.230344, 700.922, 0.00670757, 8.878, 1.44554, 85.5841, 15.2777
3, 315, 10.2171, 3.63294e-05, 0.811258, 0.0554779, 3.83803, 0.387162, -5.12033, 0.461561, 707.682, 0.00602611, 7.818, 0.173464, 30.0057, 3.09919
4, 315, 12.2063, 5.09672e-06, 2.62395, 0.114564, 1.49787, 0.0887697, -0.427062, 1.33106, 699.713, 0.00708472, 6.869, 0.11416, 10.2889, 0.633282
0, 316, 15.7754, 0.000246251, 0.904033, 0.0900364, 17.7978, 2.69367, -0.653659, 0.289345, 693.731, 0.0137151, 4.335, 2.67684, 77.1535, 49.052
1, 316, 15.7754, 0.000214506, 0.903883, 0.078785, 17.716, 2.29015, -0.674574, 0.176362, 693.73, 0.00932401, 4.335, 2.67684, 76.7989, 48.4509
2, 316, 10.2862, 1.76458e-05, 2.42151, 0.0806433, 3.83992, 0.190847, -0.833004, 0.936592, 705.49, 0.00998835, 8.674, 1.1075, 33.3075, 4.56356
0, 318, 14.7447, 1.70576e-05, 0.837833, 0.050968, 1.65577, 0.149464, 12.8131, 1.05832, 690.946, 0.00560103, 8.401, 1.16829, 13.9101, 2.30622
1, 318, 12.2034, 7.73761e-05, 1.13122, 0.0559892, 11.2402, 0.872125, -0.838586, 0.608358, 695.884, 0.0107372, 9.3915, 1.30766, 105.562, 16.8263
0, 319, 9.83625, 1.92553e-05, 1.08137, 0.104747, 2.01082, 0.289045, 0.748429, 1.09164, 706.044, 0.00855003, 9.1865, 0.531513, 18.4724, 2.86234
0, 320, 14.2224, 0.000435336, 0.275738, 0.0266783, 32.2598, 5.20976, 0.422272, 0.199079, 690.234, 0.00725845, 9.0235, 1.19053, 291.096, 60.7042
1, 320, 10.6673, 1.8109e-05, 1.33178, 0.22307, 1.45402, 0.319929, -5.11105, 1.31639, 700.496, 0.0101665, 9.3495, 1.23575, 13.5944, 3.48936
0, 323, 15.9658, 7.44818e-05, 0.353765, 0.0157842, 12.0173, 0.79401, 0.337071, 0.0496875, 687.537, 0.00183332, 6.5515, 0.352118, 78.7313, 6.70567
1, 323, 15.6817, 0.000101823, 0.492537, 0.0125576, 28.735, 1.12036, 0.161006, 0.035819, 687.537, 0.00200952, 6.981, 0.548563, 200.599, 17.5967
2, 323, 14.0422, 4.34138e-05, 0.614353, 0.0453929, 4.21949, 0.450528, 0.73705, 0.140423, 687.667, 0.0035318, 7.851, 1.17719, 33.1272, 6.09782
4, 323, 9.31964, 1.75909e-05, 1.13728, 0.454824, 0.777077, 0.258771, -1.2702, 0.830312, 705.908, 0.004304, 7.7075, 0.000741301, 5.98932, 1.99448
5, 323, 15.0528, 0.000190952, 0.570368, 0.023803, 32.9119, 2.12598, 0.590643, 0.0727306, 687.458, 0.00418177, 8.8425, 1.30691, 291.023, 46.9417
6, 323, 11.568, 3.83284e-05, 6.02135, 0.218585, 7.59835, 0.417807, 4.56013, 1.95085, 694.133, 0.0322354, 10.0565, 2.21575, 76.4128, 17.3524
0, 324, 13.0506, 6.55069e-05, 0.64488, 0.042343, 7.17827, 0.720727, 2.25617, 0.482934, 688.031, 0.00677372, 9.6, 0.981483, 68.9114, 9.87467
1, 324, 11.8418, 8.22326e-05, 0.719088, 0.0353228, 12.0503, 0.883656, -3.58283, 0.140336, 691.06, 0.00451942, 11.0735, 2.8503, 133.439, 35.7137
2, 324, 10.6579, 1.29329e-05, 1.2276, 0.0891571, 1.90235, 0.20068, -2.65417, 0.558753, 695.539, 0.00570239, 8.614, 0.377322, 16.3868, 1.87176
3, 324, 12.5905, 5.09818e-05, 2.20567, 0.0733145, 11.0419, 0.541439, -0.342328, 0.221219, 689.079, 0.00810118, 6.94, 1.172, 76.6308, 13.4756
0, 325, 15.3902, 8.53674e-05, 0.671509, 0.0230427, 17.9087, 0.911887, -0.750245, 0.0518611, 684.668, 0.00274498, 7.233, 0.567837, 129.534, 12.1209
1, 325, 14.7554, 9.69185e-05, 0.485819, 0.0183937, 18.4272, 1.03674, -1.60226, 0.0419937, 684.935, 0.0022339, 6.66, 0.406233, 122.725, 10.1839
2, 325, 15.794, 9.93409e-05, 0.623946, 0.0237533, 18.7752, 1.09355, -0.00638776, 0.104518, 684.789, 0.00381553, 8.266, 0.883631, 155.196, 18.8931
0, 326, 10.2247, 0.000138577, 0.738645, 0.0617713, 11.8781, 1.65917, 5.83055, 1.27146, 697.086, 0.0168633, 8.46, 1.30617, 100.489, 20.9221
0, 327, 10.7013, 1.77963e-05, 0.91019, 0.066384, 2.21132, 0.242065, -11.6513, 0.785022, 693.357, 0.00617522, 10.056, 1.98817, 22.237, 5.02537
1, 327, 10.2535, 9.64117e-05, 0.573676, 0.0379105, 10.5004, 1.04523, -1.74397, 0.216481, 695.443, 0.00531075, 10.677, 1.22463, 112.113, 17.0265
2, 327, 15.2505, 1.46979e-05, 1.76701, 0.0509687, 3.6904, 0.158484, -0.289812, 0.580398, 682.699, 0.00616224, 5.821, 1.06896, 21.4818, 4.05131
0, 328, 10.8272, 6.9327e-05, 0.681051, 0.039009, 8.71189, 0.748403, -2.00992, 0.242089, 690.914, 0.00523403, 13.823, 0.772436, 120.424, 12.3413
1, 328, 9.33048, 4.39596e-05, 0.645774, 0.301806, 1.00181, 0.493935, -9.58976, 1.53944, 699.413, 0.00793014, 9.288, 0.977035, 9.30481, 4.69092
3, 328, 15.0912, 5.67064e-05, 0.863061, 0.0179675, 19.6072, 0.608556, 1.57481, 0.0423174, 680.57, 0.00226206, 7.291, 0.698306, 142.956, 14.3928
5, 328, 12.5805, 5.97236e-06, 3.85682, 0.239549, 1.247, 0.0937382, -5.12055, 1.88129, 685.373, 0.00989694, 7.66, 0.848048, 9.55202, 1.27825
0, 329, 12.6255, 2.6609e-05, 0.712818, 0.0489821, 2.42732, 0.237889, -6.06898, 0.346854, 683.515, 0.00438418, 4.96, 0.235734, 12.0395, 1.31135
0, 330, 8.88376, 8.51336e-06, 1.16474, 0.0409835, 2.19074, 0.115563, -7.6718, 0.481387, 700.398, 0.00378183, 7.421, 0.232769, 16.2575, 0.997747
1, 330, 14.7103, 1.46398e-05, 0.746462, 0.0237817, 3.24758, 0.152136, 6.77901, 0.257178, 679.75, 0.00269693, 7.455, 0.406233, 24.2107, 1.73978
2, 330, 14.1578, 3.85426e-05, 1.51562, 0.0729728, 5.75945, 0.424129, 0.94698, 1.04199, 680.025, 0.0116949, 9.6, 1.18608, 55.2907, 7.95256
3, 330, 10.9369, 1.64297e-05, 1.45271, 0.0635515, 2.2071, 0.139427, -2.43987, 0.948101, 686.529, 0.00736851, 8.318, 1.53301, 18.3587, 3.57675
4, 330, 14.0028, 4.03012e-05, 2.96051, 0.0396651, 21.6508, 0.434907, -0.713016, 0.0981694, 680.12, 0.00530036, 9.077, 2.40404, 196.524, 52.1989
0, 331, 11.7989, 5.31846e-05, 0.986927, 0.0915485, 4.12335, 0.55797, 2.06216, 0.477695, 683.353, 0.0085614, 14.43, 0.489259, 59.4999, 8.3004
1, 331, 13.5337, 5.74693e-05, 1.20838, 0.0175418, 28.4847, 0.6319, -3.10091, 0.0498158, 678.858, 0.00279656, 8.573, 1.60418, 244.199, 46.0145
2, 331, 12.5767, 2.25286e-05, 2.44526, 0.039066, 10.152, 0.238436, -2.87354, 0.113023, 681.167, 0.00411116, 6.086, 0.677549, 61.7851, 7.02988
1, 332, 14.1166, 9.49176e-05, 0.964122, 0.0484243, 13.6054, 1.00215, -0.527416, 0.0949845, 677.419, 0.00491175, 8.005, 1.55525, 108.911, 22.6295
2, 332, 13.0407, 2.18238e-05, 1.20257, 0.0301613, 6.26221, 0.237714, -5.46253, 0.321224, 679.915, 0.00441756, 6.4845, 0.488517, 40.6073, 3.42561
3, 332, 12.4034, 9.91563e-05, 1.39741, 0.0646024, 15.4411, 1.05211, -1.88639, 0.135, 681.261, 0.00705206, 5.563, 1.15198, 85.8988, 18.726
0, 333, 10.004, 0.000132399, 0.646011, 0.0208604, 29.4819, 1.48974, -5.05989, 0.0842868, 692.179, 0.00400886, 7.758, 1.13864, 228.721, 35.503
1, 333, 12.3853, 9.7764e-05, 0.959508, 0.05051, 13.3699, 1.03816, -3.54621, 0.125336, 682.362, 0.00558344, 6.9135, 0.384735, 92.4328, 8.83025
2, 333, 10.0866, 2.94711e-05, 1.26473, 0.12016, 1.36539, 0.19487, -16.6765, 2.3557, 691.632, 0.012207, 8.277, 0.741301, 11.3013, 1.90422
0, 334, 12.1227, 1.95614e-05, 0.792764, 0.072747, 1.87102, 0.251508, -10.8168, 0.750401, 682.196, 0.00581427, 9.655, 2.14829, 18.0647, 4.69606
1, 334, 14.08, 0.000146371, 0.572981, 0.039625, 15.2373, 1.55223, -0.461968, 0.0822565, 677.192, 0.00429117, 5.068, 0.83767, 77.2226, 14.9933
2, 334, 11.7896, 5.70701e-06, 1.40216, 0.0213927, 2.83784, 0.065166, -7.09526, 0.320489, 683.2, 0.00256659, 7.511, 0.895492, 21.315, 2.58797
3, 334, 11.4741, 1.34629e-05, 1.76708, 0.0702541, 1.81362, 0.107393, -3.24622, 1.73688, 684.167, 0.00917947, 9.34, 1.42256, 16.9392, 2.7681
4, 334, 9.37615, 3.0174e-05, 0.798951, 0.0401805, 4.31274, 0.318586, -9.22226, 0.270271, 694.402, 0.00421893, 8.761, 1.84732, 37.7839, 8.44179
5, 334, 11.5862, 2.65831e-05, 1.7671, 0.0438912, 7.70499, 0.282041, -0.798059, 0.183256, 683.747, 0.00478413, 10.7525, 1.01781, 82.8479, 8.40814
6, 334, 14.9578, 0.000204221, 0.75033, 0.0520739, 21.0595, 2.53044, -3.25437, 0.786706, 676.339, 0.0167984, 3.459, 1.03263, 72.8448, 23.4421
7, 334, 15.5441, 1.65939e-05, 1.56226, 0.0374045, 4.98836, 0.178219, -0.391208, 0.3555, 676.062, 0.00475465, 2.5055, 0.197186, 12.4983, 1.08024
0, 335, 13.1158, 9.80489e-05, 0.731711, 0.0289359, 17.8484, 1.04718, -5.05767, 0.0650149, 677.046, 0.00347476, 6.685, 0.610091, 119.317, 12.9452
1, 335, 10.4896, 9.39332e-05, 0.749243, 0.0328229, 15.4305, 1.02502, -4.43064, 0.147591, 685.15, 0.0049053, 9.683, 1.56415, 149.414, 26.0967
2, 335, 10.4111, 2.94654e-05, 1.54744, 0.120768, 2.30496, 0.265157, -2.29217, 3.32617, 685.464, 0.0179987, 9.973, 1.72427, 22.9874, 4.77373
0, 336, 12.8818, 2.13385e-05, 0.917538, 0.0736794, 2.19227, 0.259856, -0.429242, 0.587067, 677.956, 0.00600865, 6.9605, 0.0963691, 15.2593, 1.82102
1, 336, 12.3357, 5.29527e-06, 2.12324, 0.187128, 1.31426, 0.141216, 5.20693, 1.40303, 679.869, 0.00746645, 6.772, 0.969622, 8.90017, 1.59326
2, 336, 11.1933, 3.35017e-05, 1.86414, 0.0395359, 11.3714, 0.357461, -2.28553, 0.135301, 683.221, 0.00464399, 10.8115, 3.38182, 122.942, 38.6497
0, 337, 14.7629, 3.00784e-05, 0.854008, 0.0341414, 5.41745, 0.313723, 1.35868, 0.090916, 672.492, 0.00275294, 9.727, 1.14753, 52.6955, 6.92529
